,reaction_id,rxn_smiles,products_run,PatentNumber
1282,612616,[Cl:1][c:2]1[n:3][c:4]([NH:5][C:6](=[O:7])[C:8]([CH3:9])([CH3:10])[CH3:11])[nH:12][c:13]2[n:14][cH:15][cH:16][c:17]1-2.[I:18][N:19]1[C:20](=[O:21])[CH2:22][CH2:23][C:24]1=[O:25]>C1COCC1>[Cl:1][c:2]1[n:3][c:4]([NH:5][C:6](=[O:7])[C:8]([CH3:9])([CH3:10])[CH3:11])[nH:12][c:13]2[n:14][cH:15][c:16]([I:18])[c:17]1-2,[Cl:1][c:2]1[n:3][c:4]([NH:5][C:6](=[O:7])[C:8]([CH3:9])([CH3:10])[CH3:11])[nH:12][c:13]2[n:14][cH:15][c:16]([I:18])[c:17]1-2.[Cl:1][c:2]1[n:3][c:4]([NH:5][C:6](=[O:7])[C:8]([CH3:9])([CH3:10])[CH3:11])[nH:12][c:13]2[n:14][c:15]([I:18])[cH:16][c:17]1-2,US08212020B2
1283,612391,[Cl:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[F:9][C:10]([F:11])([F:12])[c:13]1[cH:14][cH:15][c:16](-[c:17]2[o:18][n:19][c:20]([C:21]([O:22][CH2:23][CH3:24])=[O:25])[cH:26]2)[cH:27][cH:28]1>C(O)(=O)C>[Cl:1][c:26]1[c:17](-[c:16]2[cH:15][cH:14][c:13]([C:10]([F:9])([F:11])[F:12])[cH:28][cH:27]2)[o:18][n:19][c:20]1[C:21]([O:22][CH2:23][CH3:24])=[O:25],[Cl:1][c:26]1[c:17](-[c:16]2[cH:15][cH:14][c:13]([C:10]([F:9])([F:11])[F:12])[cH:28][cH:27]2)[o:18][n:19][c:20]1[C:21]([O:22][CH2:23][CH3:24])=[O:25].[Cl:1][c:28]1[c:13]([C:10]([F:9])([F:11])[F:12])[cH:14][cH:15][c:16](-[c:17]2[o:18][n:19][c:20]([C:21]([O:22][CH2:23][CH3:24])=[O:25])[cH:26]2)[cH:27]1.[Cl:1][c:27]1[c:16](-[c:17]2[o:18][n:19][c:20]([C:21]([O:22][CH2:23][CH3:24])=[O:25])[cH:26]2)[cH:15][cH:14][c:13]([C:10]([F:9])([F:11])[F:12])[cH:28]1,US08211927B2
1284,613310,[Br:1][Br:2].[OH:3][c:4]1[cH:5][cH:6][c:7]([CH2:8][C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][cH:15]1>C(Cl)(Cl)(Cl)Cl>[Br:2][c:15]1[c:4]([OH:3])[cH:5][cH:6][c:7]([CH2:8][C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14]1,[Br:2][c:15]1[c:4]([OH:3])[cH:5][cH:6][c:7]([CH2:8][C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14]1.[Br:2][c:14]1[c:7]([CH2:8][C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:6][cH:5][c:4]([OH:3])[cH:15]1,US08217064B2
1285,613355,[Br:1][Br:2].[Cl:3][c:4]1[cH:5][c:6]([CH2:7][C:8]([O:9][CH2:10][CH3:11])=[O:12])[cH:13][cH:14][c:15]1[OH:16]>C(Cl)(Cl)(Cl)Cl>[Br:2][c:14]1[cH:13][c:6]([CH2:7][C:8]([O:9][CH2:10][CH3:11])=[O:12])[cH:5][c:4]([Cl:3])[c:15]1[OH:16],[Br:2][c:14]1[cH:13][c:6]([CH2:7][C:8]([O:9][CH2:10][CH3:11])=[O:12])[cH:5][c:4]([Cl:3])[c:15]1[OH:16].[Br:2][c:5]1[c:4]([Cl:3])[c:15]([OH:16])[cH:14][cH:13][c:6]1[CH2:7][C:8]([O:9][CH2:10][CH3:11])=[O:12].[Br:2][c:13]1[c:6]([CH2:7][C:8]([O:9][CH2:10][CH3:11])=[O:12])[cH:5][c:4]([Cl:3])[c:15]([OH:16])[cH:14]1,US08217064B2
1286,613387,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[cH:11][cH:12][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22]2)[cH:23][c:24]1[O:25][CH2:26][CH:27]1[CH2:28][CH2:29]1>C(Cl)(Cl)Cl.O>[Br:5][c:11]1[c:10]([NH2:9])[c:24]([O:25][CH2:26][CH:27]2[CH2:28][CH2:29]2)[cH:23][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22]2)[cH:12]1,[Br:5][c:11]1[c:10]([NH2:9])[c:24]([O:25][CH2:26][CH:27]2[CH2:28][CH2:29]2)[cH:23][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22]2)[cH:12]1.[Br:5][c:12]1[cH:11][c:10]([NH2:9])[c:24]([O:25][CH2:26][CH:27]2[CH2:28][CH2:29]2)[cH:23][c:13]1[C:14]1([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22]1.[Br:5][c:23]1[c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22]2)[cH:12][cH:11][c:10]([NH2:9])[c:24]1[O:25][CH2:26][CH:27]1[CH2:28][CH2:29]1,US08217064B2
1287,613393,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[cH:11][cH:12][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:24][c:25]1[O:26][CH2:27][CH:28]1[CH2:29][CH2:30]1>C(Cl)(Cl)(Cl)Cl.O>[Br:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][CH:28]2[CH2:29][CH2:30]2)[cH:24][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12]1,[Br:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][CH:28]2[CH2:29][CH2:30]2)[cH:24][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12]1.[Br:5][c:12]1[cH:11][c:10]([NH2:9])[c:25]([O:26][CH2:27][CH:28]2[CH2:29][CH2:30]2)[cH:24][c:13]1[C:14]1([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]1.[Br:5][c:24]1[c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12][cH:11][c:10]([NH2:9])[c:25]1[O:26][CH2:27][CH:28]1[CH2:29][CH2:30]1,US08217064B2
1288,613409,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[cH:11][cH:12][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:24][c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31]>C(Cl)(Cl)(Cl)Cl.O>[Br:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12]1,[Br:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12]1.[Br:5][c:12]1[cH:11][c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]1[C:14]1([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]1.[Br:5][c:24]1[c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12][cH:11][c:10]([NH2:9])[c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31],US08217064B2
1289,613414,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[cH:11][cH:12][c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24][c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31]>C(Cl)(Cl)Cl.O>[Br:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:12]1,[Br:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:12]1.[Br:5][c:12]1[cH:11][c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]1[CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23].[Br:5][c:24]1[c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:12][cH:11][c:10]([NH2:9])[c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31],US08217064B2
1290,613433,[CH2:1]1[C:2](=[O:3])[N:4]([Cl:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[cH:11][cH:12][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:24][c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31]>C(Cl)(Cl)Cl.O>[Cl:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12]1,[Cl:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12]1.[Cl:5][c:12]1[cH:11][c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]1[C:14]1([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]1.[Cl:5][c:24]1[c:13]([C:14]2([C:15]([O:16][CH2:17][CH3:18])=[O:19])[CH2:20][CH2:21][CH2:22][CH2:23]2)[cH:12][cH:11][c:10]([NH2:9])[c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31],US08217064B2
1291,613436,[CH2:1]1[C:2](=[O:3])[N:4]([Cl:5])[C:6](=[O:7])[CH2:8]1.[NH2:9][c:10]1[cH:11][cH:12][c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:24][c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31]>C(Cl)(Cl)Cl.O>[Cl:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:12]1,[Cl:5][c:11]1[c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:12]1.[Cl:5][c:12]1[cH:11][c:10]([NH2:9])[c:25]([O:26][CH2:27][C:28]([F:29])([F:30])[F:31])[cH:24][c:13]1[CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23].[Cl:5][c:24]1[c:13]([CH:14]([CH2:15][CH:16]([CH3:17])[CH3:18])[C:19]([O:20][CH2:21][CH3:22])=[O:23])[cH:12][cH:11][c:10]([NH2:9])[c:25]1[O:26][CH2:27][C:28]([F:29])([F:30])[F:31],US08217064B2
1292,615029,[Br:1][N:2]1[C:3](=[O:4])[CH2:5][CH2:6][C:7]1=[O:8].[NH:9]1[c:10]2[c:11]([cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17][CH2:18]1>CN(C)C=O.O>[Br:1][c:13]1[cH:12][c:11]2[c:10]([cH:15][cH:14]1)[NH:9][CH2:18][CH2:17][CH2:16]2,[Br:1][c:13]1[cH:12][c:11]2[c:10]([cH:15][cH:14]1)[NH:9][CH2:18][CH2:17][CH2:16]2.[Br:1][c:15]1[c:10]2[c:11]([cH:12][cH:13][cH:14]1)[CH2:16][CH2:17][CH2:18][NH:9]2.[Br:1][c:12]1[c:11]2[c:10]([cH:15][cH:14][cH:13]1)[NH:9][CH2:18][CH2:17][CH2:16]2.[Br:1][c:14]1[cH:13][cH:12][c:11]2[c:10]([cH:15]1)[NH:9][CH2:18][CH2:17][CH2:16]2,US08222417B2
1293,613644,[CH2:1]1[C:2](=[O:3])[N:4]([Br:5])[C:6](=[O:7])[CH2:8]1.[Cl:9][c:10]1[cH:11][c:12](-[c:13]2[o:14][n:15][c:16](-[c:17]3[cH:18][cH:19][cH:20][c:21]4[c:22]3[n:23]([CH3:24])[cH:25][cH:26]4)[n:27]2)[cH:28][cH:29][c:30]1[O:31][CH:32]([CH3:33])[CH3:34]>C1COCC1>[Br:5][c:26]1[c:21]2[cH:20][cH:19][cH:18][c:17](-[c:16]3[n:15][o:14][c:13](-[c:12]4[cH:11][c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29][cH:28]4)[n:27]3)[c:22]2[n:23]([CH3:24])[cH:25]1,[Br:5][c:26]1[c:21]2[cH:20][cH:19][cH:18][c:17](-[c:16]3[n:15][o:14][c:13](-[c:12]4[cH:11][c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29][cH:28]4)[n:27]3)[c:22]2[n:23]([CH3:24])[cH:25]1.[Br:5][c:11]1[c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29][cH:28][c:12]1-[c:13]1[o:14][n:15][c:16](-[c:17]2[cH:18][cH:19][cH:20][c:21]3[c:22]2[n:23]([CH3:24])[cH:25][cH:26]3)[n:27]1.[Br:5][c:28]1[c:12](-[c:13]2[o:14][n:15][c:16](-[c:17]3[cH:18][cH:19][cH:20][c:21]4[c:22]3[n:23]([CH3:24])[cH:25][cH:26]4)[n:27]2)[cH:11][c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29]1.[Br:5][c:18]1[c:17](-[c:16]2[n:15][o:14][c:13](-[c:12]3[cH:11][c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29][cH:28]3)[n:27]2)[c:22]2[c:21]([cH:20][cH:19]1)[cH:26][cH:25][n:23]2[CH3:24].[Br:5][c:19]1[cH:18][c:17](-[c:16]2[n:15][o:14][c:13](-[c:12]3[cH:11][c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29][cH:28]3)[n:27]2)[c:22]2[c:21]([cH:20]1)[cH:26][cH:25][n:23]2[CH3:24].[Br:5][c:20]1[cH:19][cH:18][c:17](-[c:16]2[n:15][o:14][c:13](-[c:12]3[cH:11][c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29][cH:28]3)[n:27]2)[c:22]2[c:21]1[cH:26][cH:25][n:23]2[CH3:24].[Br:5][c:25]1[n:23]([CH3:24])[c:22]2[c:17](-[c:16]3[n:15][o:14][c:13](-[c:12]4[cH:11][c:10]([Cl:9])[c:30]([O:31][CH:32]([CH3:33])[CH3:34])[cH:29][cH:28]4)[n:27]3)[cH:18][cH:19][cH:20][c:21]2[cH:26]1.[Br:5][c:29]1[cH:28][c:12](-[c:13]2[o:14][n:15][c:16](-[c:17]3[cH:18][cH:19][cH:20][c:21]4[c:22]3[n:23]([CH3:24])[cH:25][cH:26]4)[n:27]2)[cH:11][c:10]([Cl:9])[c:30]1[O:31][CH:32]([CH3:33])[CH3:34],US08217028B2
1294,616005,[CH2:1]1[C:2](=[O:3])[N:4]([Cl:5])[C:6](=[O:7])[CH2:8]1.[c:9]1([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]([CH3:16])[c:17]1[S:18][c:19]1[c:20]2[nH:21][cH:22][cH:23][c:24]2[n:25][c:26]([NH:27][c:28]2[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]2)[n:36]1>C(Cl)Cl>[Cl:5][c:23]1[cH:22][nH:21][c:20]2[c:19]([S:18][c:17]3[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]3[CH3:16])[n:36][c:26]([NH:27][c:28]3[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]3)[n:25][c:24]21,[Cl:5][c:23]1[cH:22][nH:21][c:20]2[c:19]([S:18][c:17]3[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]3[CH3:16])[n:36][c:26]([NH:27][c:28]3[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]3)[n:25][c:24]21.[Cl:5][c:14]1[c:12]([CH3:13])[cH:11][c:9]([CH3:10])[c:17]([S:18][c:19]2[c:20]3[nH:21][cH:22][cH:23][c:24]3[n:25][c:26]([NH:27][c:28]3[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]3)[n:36]2)[c:15]1[CH3:16].[Cl:5][c:22]1[nH:21][c:20]2[c:19]([S:18][c:17]3[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]3[CH3:16])[n:36][c:26]([NH:27][c:28]3[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34][cH:35]3)[n:25][c:24]2[cH:23]1.[Cl:5][c:35]1[c:28]([NH:27][c:26]2[n:25][c:24]3[c:20]([c:19]([S:18][c:17]4[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]4[CH3:16])[n:36]2)[nH:21][cH:22][cH:23]3)[cH:29][cH:30][c:31]([C:32]#[N:33])[cH:34]1.[Cl:5][c:34]1[c:31]([C:32]#[N:33])[cH:30][cH:29][c:28]([NH:27][c:26]2[n:25][c:24]3[c:20]([c:19]([S:18][c:17]4[c:9]([CH3:10])[cH:11][c:12]([CH3:13])[cH:14][c:15]4[CH3:16])[n:36]2)[nH:21][cH:22][cH:23]3)[cH:35]1,US08227601B2
1295,616011,[CH3:1][C:2]1=[N:3][c:4]2[c:5]([cH:6][cH:7][cH:8][cH:9]2)[C:10]1([CH3:11])[CH3:12].[N+:13]([O-:14])([OH:15])=[O:16]>S(=O)(=O)(O)O>[CH3:1][C:2]1=[N:3][c:4]2[c:5]([cH:6][c:7]([N+:13]([O-:15])=[O:16])[cH:8][cH:9]2)[C:10]1([CH3:11])[CH3:12],[CH3:1][C:2]1=[N:3][c:4]2[c:5]([cH:6][c:7]([N+:13]([O-:15])=[O:16])[cH:8][cH:9]2)[C:10]1([CH3:11])[CH3:12].[CH3:1][C:2]1=[N:3][c:4]2[c:5]([cH:6][cH:7][cH:8][c:9]2[N+:13]([O-:15])=[O:16])[C:10]1([CH3:11])[CH3:12].[CH3:1][C:2]1=[N:3][c:4]2[c:5]([c:6]([N+:13]([O-:15])=[O:16])[cH:7][cH:8][cH:9]2)[C:10]1([CH3:11])[CH3:12].[CH3:1][C:2]1=[N:3][c:4]2[c:5]([cH:6][cH:7][c:8]([N+:13]([O-:15])=[O:16])[cH:9]2)[C:10]1([CH3:11])[CH3:12],US08227621B2
1296,616008,[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30].[CH2:31]1[C:32](=[O:33])[N:34]([Cl:35])[C:36](=[O:37])[CH2:38]1>C(Cl)Cl>[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][c:25]([Cl:35])[c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30],[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][c:25]([Cl:35])[c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[cH:28][c:29]1[Cl:35])#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[c:28]([Cl:35])[cH:29]1)#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[c:18]([Cl:35])[c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[c:24]([Cl:35])[cH:25][c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30],US08227601B2
1297,616009,[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30].[CH2:31]1[C:32](=[O:33])[N:34]([Br:35])[C:36](=[O:37])[CH2:38]1>C(Cl)Cl>[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][c:25]([Br:35])[c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30],[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][c:25]([Br:35])[c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[cH:28][c:29]1[Br:35])#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[c:28]([Br:35])[cH:29]1)#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[c:18]([Br:35])[c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[cH:24][cH:25][c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30].[C:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][c:7]2[n:8][c:9]([O:10][c:11]3[c:12]([CH3:13])[cH:14][c:15]([C:16]#[N:17])[cH:18][c:19]3[CH3:20])[c:21]3[n:22]([CH3:23])[c:24]([Br:35])[cH:25][c:26]3[n:27]2)[cH:28][cH:29]1)#[N:30],US08227601B2
