,,reaction_id,smiles,reaction_core,activation_energy
1894,1894,1894,[N:1]#[C:2][C@@H:3]([NH2:4])[C@H:5]([Cl:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[5, 4, 9]]",22.58545684794023
1895,1895,1895,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 8]]",0.7112123626439475
1896,1896,1896,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 8]]",5.535476499974487
1897,1897,1897,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",19.200773103713697
1898,1898,1898,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Br:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[4, 3, 8]]",23.430432855213542
1899,1899,1899,[NH2:1][CH:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 8]]",8.035182503393253
1900,1900,1900,[NH2:1][CH:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 8]]",28.04188695393524
1901,1901,1901,[NH2:1][CH:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",32.44924186640051
1902,1902,1902,[NH2:1][CH:2]([NH2:3])[C@H:4]([F:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[4, 3, 8]]",36.87907503069028
1903,1903,1903,[NH2:1][CH:2]([NH2:3])[C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 8]]",29.32054052999353
1904,1904,1904,[NH2:1][CH:2]([NH2:3])[C@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Br-:9],"[[4, 3, 8]]",33.20580104048631
1905,1905,1905,[CH3:1][C@H:2]([F:3])[C:4]#[N:5].[H-:6],"[[2, 1, 5]]",4.504053087887602
1906,1906,1906,[CH3:1][C@H:2]([F:3])[C:4]#[N:5].[F-:6],"[[2, 1, 5]]",12.566890465702643
1907,1907,1907,[CH3:1][C@H:2]([F:3])[C:4]#[N:5].[Cl-:6],"[[2, 1, 5]]",34.573440978645806
1908,1908,1908,[CH3:1][C@H:2]([Cl:3])[C:4]#[N:5].[F-:6],"[[2, 1, 5]]",2.386942623915477
1909,1909,1909,[CH3:1][C@H:2]([Cl:3])[C:4]#[N:5].[Cl-:6],"[[2, 1, 5]]",16.67559729922922
1910,1910,1910,[CH3:1][C@H:2]([Br:3])[C:4]#[N:5].[Br-:6],"[[2, 1, 5]]",16.607254970158955
1911,1911,1911,[N:1]#[C:2][C@@H:3]([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[F-:9],"[[3, 2, 8]]",17.567597753356747
1912,1912,1912,[N:1]#[C:2][C@@H:3]([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 2, 8]]",35.565048826416685
1913,1913,1913,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[F-:9],"[[3, 2, 8]]",9.491814650403716
1914,1914,1914,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][N+:6](=[O:7])[O-:8].[F-:9],"[[3, 2, 8]]",6.6884162965318215
1915,1915,1915,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 2, 8]]",17.495216018278445
1916,1916,1916,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][N+:6](=[O:7])[O-:8].[Br-:9],"[[3, 2, 8]]",20.33819848549465
1917,1917,1917,[N:1]#[C:2][CH2:3][C@H:4]([F:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",17.687553751999555
1918,1918,1918,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",9.298721573783489
1919,1919,1919,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",19.76762444709176
1920,1920,1920,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",22.85620795239987
1921,1921,1921,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",8.867480958736031
1922,1922,1922,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",17.71446910910666
1923,1923,1923,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",20.203483418578887
1924,1924,1924,[N:1]#[C:2][C@@H:3]([F:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 6]]",40.36765567425174
1925,1925,1925,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 6]]",15.372646670260892
1926,1926,1926,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 6]]",25.76756439517389
1927,1927,1927,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][NH2:6].[Br-:7],"[[3, 2, 6]]",27.70397371925137
1928,1928,1928,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 6]]",14.264855373388505
1929,1929,1929,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 6]]",23.25501256942581
1930,1930,1930,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[Br-:7],"[[3, 2, 6]]",24.30067592303608
1931,1931,1931,[N:1]#[C:2][C@@H:3]([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[H-:9],"[[3, 2, 8]]",4.883294431792707
1932,1932,1932,[N:1]#[C:2][C@@H:3]([F:4])[CH2:5][N+:6](=[O:7])[O-:8].[F-:9],"[[3, 2, 8]]",16.219338716634386
1933,1933,1933,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[F-:9],"[[3, 2, 8]]",12.945547464353494
1934,1934,1934,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[Cl-:9],"[[3, 2, 8]]",23.38978401621933
1935,1935,1935,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][N+:6](=[O:7])[O-:8].[Br-:9],"[[3, 2, 8]]",26.49983091411533
1937,1937,1937,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[H-:12],"[[3, 2, 11]]",3.7879312258496296
1938,1938,1938,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[F-:12],"[[3, 2, 11]]",2.6272113099167567
1939,1939,1939,[N:1]#[C:2][C@@H:3]([Cl:4])[CH:5]([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[Br-:12],"[[3, 2, 11]]",30.68221284563752
1940,1940,1940,[N:1]#[C:2][C@@H:3]([Br:4])[CH:5]([N+:6](=[O:7])[O-:8])[N+:9](=[O:10])[O-:11].[F-:12],"[[3, 2, 11]]",0.0420202734253098
1941,1941,1941,[N:1]#[C:2][C@@H:3]([F:4])[C@@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[H-:11],"[[3, 2, 10]]",9.735542789309203
1942,1942,1942,[N:1]#[C:2][C@@H:3]([Cl:4])[C@@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 10]]",9.779462891352996
1943,1943,1943,[CH3:1][C@H:2]([C@H:3]([F:4])[C:5]#[N:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 9]]",5.168707846391514
1944,1944,1944,[CH3:1][C@H:2]([C@H:3]([F:4])[C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",16.738277044464702
1945,1945,1945,[N:1]#[C:2][C@@H:3]([F:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 9]]",13.610832075290046
1946,1946,1946,[N:1]#[C:2][C@@H:3]([F:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",25.57408597666672
1947,1947,1947,[N:1]#[C:2][C@@H:3]([F:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 9]]",38.051493836429664
1948,1948,1948,[N:1]#[C:2][C@@H:3]([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",20.75301296258499
1949,1949,1949,[N:1]#[C:2][C@@H:3]([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 9]]",26.45727945324513
1950,1950,1950,[N:1]#[C:2][C@@H:3]([Cl:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[3, 2, 9]]",27.40183377273773
1951,1951,1951,[N:1]#[C:2][C@@H:3]([Br:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",16.75941558794798
1952,1952,1952,[N:1]#[C:2][C@@H:3]([Br:4])[C@@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 9]]",23.38260340809031
1953,1953,1953,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",6.92504018195369
1954,1954,1954,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",17.342329667875443
1955,1955,1955,[N:1]#[C:2][CH2:3][C@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",22.566786550600057
1956,1956,1956,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",14.380140081125464
1957,1957,1957,[N:1]#[C:2][CH2:3][C@H:4]([Br:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",18.8549068509617
1958,1958,1958,[N:1]#[C:2][C@@H:3]([F:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 10]]",10.34591918450422
1959,1959,1959,[N:1]#[C:2][C@@H:3]([Cl:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 10]]",5.070147186068802
1960,1960,1960,[N:1]#[C:2][C@@H:3]([Cl:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[Br-:11],"[[3, 2, 10]]",28.74304582482553
1961,1961,1961,[N:1]#[C:2][C@@H:3]([Br:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[3, 2, 10]]",2.5973059450163567
1962,1962,1962,[N:1]#[C:2][C@@H:3]([Br:4])[C@H:5]([C:6]#[N:7])[N+:8](=[O:9])[O-:10].[Cl-:11],"[[3, 2, 10]]",21.268324679656715
1963,1963,1963,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@H:6]([F:7])[C:8]#[N:9].[H-:10],"[[6, 5, 9]]",14.974361809789484
1964,1964,1964,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@H:6]([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 5, 9]]",5.251017859837567
1965,1965,1965,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@H:6]([Cl:7])[C:8]#[N:9].[Cl-:10],"[[6, 5, 9]]",23.65762998512274
1966,1966,1966,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([F:6])[C:7]#[N:8].[H-:9],"[[5, 4, 8]]",8.35097048972068
1967,1967,1967,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([F:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",19.2967573084964
1968,1968,1968,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",11.752288133738393
1969,1969,1969,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",20.849312361133315
1970,1970,1970,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([Br:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",9.73300949125398
1971,1971,1971,[CH3:1][C@@H:2]([C:3]#[N:4])[C@H:5]([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",18.610475012028857
1972,1972,1972,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([F:6])[C:7]#[N:8].[H-:9],"[[5, 4, 8]]",14.356874876710553
1973,1973,1973,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([F:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",24.171320495392948
1974,1974,1974,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([F:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",38.301674453154895
1975,1975,1975,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",17.341381095239782
1976,1976,1976,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",25.47890613821547
1977,1977,1977,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Cl:6])[C:7]#[N:8].[Br-:9],"[[5, 4, 8]]",29.979833035217208
1978,1978,1978,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Br:6])[C:7]#[N:8].[H-:9],"[[5, 4, 8]]",2.323423768110694
1979,1979,1979,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",21.615231966736435
1980,1980,1980,[N:1]#[C:2][C@H:3]([NH2:4])[C@H:5]([Br:6])[C:7]#[N:8].[Br-:9],"[[5, 4, 8]]",25.534852717406025
1981,1981,1981,[CH3:1][CH2:2][C@H:3]([F:4])[C:5]#[N:6].[F-:7],"[[3, 2, 6]]",15.681658279875103
1982,1982,1982,[CH3:1][CH2:2][C@H:3]([F:4])[C:5]#[N:6].[Cl-:7],"[[3, 2, 6]]",35.688142907274646
1983,1983,1983,[CH3:1][CH2:2][C@H:3]([Cl:4])[C:5]#[N:6].[F-:7],"[[3, 2, 6]]",6.697051514657358
1984,1984,1984,[CH3:1][CH2:2][C@H:3]([Cl:4])[C:5]#[N:6].[Br-:7],"[[3, 2, 6]]",22.911997553332647
1985,1985,1985,[CH3:1][CH2:2][C@H:3]([Br:4])[C:5]#[N:6].[Br-:7],"[[3, 2, 6]]",18.72014005218849
1986,1986,1986,[CH3:1][C@@H:2]([C@H:3]([F:4])[C:5]#[N:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",19.41862739104057
1987,1987,1987,[CH3:1][C@@H:2]([C@H:3]([F:4])[C:5]#[N:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 9]]",36.09165474416194
1988,1988,1988,[CH3:1][C@@H:2]([C@H:3]([Cl:4])[C:5]#[N:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 9]]",23.431797091636486
1989,1989,1989,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([F:6])[C:7]#[N:8].[H-:9],"[[5, 4, 8]]",8.255781293907242
1990,1990,1990,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([F:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",20.83885331521423
1991,1991,1991,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([F:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",37.63412557755648
1992,1992,1992,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",15.620696788286905
1993,1993,1993,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",25.09885157337225
1994,1994,1994,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([Cl:6])[C:7]#[N:8].[Br-:9],"[[5, 4, 8]]",28.65824698673568
1995,1995,1995,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([Br:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8]]",11.95257707910062
1996,1996,1996,[CH3:1][C@H:2]([C:3]#[N:4])[C@H:5]([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 8]]",21.571982104072283
1998,1998,1998,[CH3:1][CH:2]([CH3:3])[C@H:4]([F:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",17.411441718358752
1999,1999,1999,[CH3:1][CH:2]([CH3:3])[C@H:4]([F:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",36.48838527918938
2000,2000,2000,[CH3:1][CH:2]([CH3:3])[C@H:4]([F:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",40.57313279833669
2001,2001,2001,[CH3:1][CH:2]([CH3:3])[C@H:4]([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",10.068899596093669
2002,2002,2002,[CH3:1][CH:2]([CH3:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",21.79056656916722
2003,2003,2003,[CH3:1][CH:2]([CH3:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",25.785104573706736
2004,2004,2004,[CH3:1][C@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",40.908927291223954
2005,2005,2005,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",23.30190107909236
2006,2006,2006,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",28.49372834743162
2007,2007,2007,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",31.090882502741
2008,2008,2008,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",17.789771997472286
2009,2009,2009,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",23.903125387399893
2010,2010,2010,[CH3:1][C@H:2]([NH2:3])[C@H:4]([Br:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",24.622621068514825
2011,2011,2011,[N:1]#[C:2][C@@H:3]([F:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 6]]",24.44439987127992
2012,2012,2012,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][NH2:6].[F-:7],"[[3, 2, 6]]",13.82206098271724
2013,2013,2013,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 6]]",23.419410588087374
2014,2014,2014,[N:1]#[C:2][C@@H:3]([Cl:4])[CH2:5][NH2:6].[Br-:7],"[[3, 2, 6]]",26.276717060657248
2015,2015,2015,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[H-:7],"[[3, 2, 6]]",3.489063191833944
2016,2016,2016,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[Cl-:7],"[[3, 2, 6]]",20.29230085592205
2017,2017,2017,[N:1]#[C:2][C@@H:3]([Br:4])[CH2:5][NH2:6].[Br-:7],"[[3, 2, 6]]",22.66307115452287
2018,2018,2018,[N:1]#[C:2][C@@H:3]([F:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 9]]",8.33872810803409
2019,2019,2019,[N:1]#[C:2][C@@H:3]([F:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",22.331670077719888
2020,2020,2020,[N:1]#[C:2][C@@H:3]([Cl:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 9]]",1.9612243306327104
2021,2021,2021,[N:1]#[C:2][C@@H:3]([Cl:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[3, 2, 9]]",27.106036899935173
2022,2022,2022,[N:1]#[C:2][C@@H:3]([Br:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[3, 2, 9]]",19.71327106687652
2023,2023,2023,[N:1]#[C:2][C@@H:3]([Br:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Br-:10],"[[3, 2, 9]]",23.147865780174666
2024,2024,2024,[N:1]#[C:2][C@@H:3]([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[H-:9],"[[3, 2, 8]]",11.903231078229217
2025,2025,2025,[N:1]#[C:2][C@@H:3]([F:4])[C@H:5]([NH2:6])[C:7]#[N:8].[F-:9],"[[3, 2, 8]]",27.528959468376986
2027,2027,2027,[N:1]#[C:2][C@@H:3]([Cl:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 2, 8]]",30.242650102235388
2028,2028,2028,[N:1]#[C:2][C@@H:3]([Br:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Cl-:9],"[[3, 2, 8]]",29.4086484842668
2029,2029,2029,[N:1]#[C:2][C@@H:3]([Br:4])[C@H:5]([NH2:6])[C:7]#[N:8].[Br-:9],"[[3, 2, 8]]",31.87338234427617
2030,2030,2030,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7]]",13.433637749710094
2031,2031,2031,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",31.182854093311423
2032,2032,2032,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([F:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",44.69511061288864
2033,2033,2033,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7]]",0.6492703077006441
2034,2034,2034,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7]]",22.71580089738564
2035,2035,2035,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 7]]",28.12181781571413
2036,2036,2036,[CH3:1][C@@H:2]([NH2:3])[C@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 7]]",33.44626401140208
2038,2038,2038,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 7]]",15.114851084559165
2039,2039,2039,[N:1]#[C:2][C@@H:3]([F:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 2, 7]]",32.466699999840735
2040,2040,2040,[N:1]#[C:2][C@@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 2, 7]]",27.657589483468183
2041,2041,2041,[N:1]#[C:2][C@@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[Cl-:8],"[[3, 2, 7]]",24.79017214893007
2042,2042,2042,[N:1]#[C:2][C@@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[Br-:8],"[[3, 2, 7]]",25.323856732595345
2043,2043,2043,[CH3:1][CH:2]([CH3:3])[Br:4].[Cl-:5],"[[3, 1, 4]]",15.769421386076855
2044,2044,2044,[CH3:1][CH:2]([CH3:3])[Br:4].[Br-:5],"[[3, 1, 4]]",18.450752946948047
2045,2045,2045,[CH3:1][C@@H:2]([F:3])[CH2:4][N+:5](=[O:6])[O-:7].[H-:8],"[[2, 1, 7]]",19.699881956462697
2046,2046,2046,[CH3:1][C@@H:2]([F:3])[CH2:4][N+:5](=[O:6])[O-:7].[F-:8],"[[2, 1, 7]]",27.706361810738343
2047,2047,2047,[CH3:1][C@@H:2]([F:3])[CH2:4][N+:5](=[O:6])[O-:7].[Cl-:8],"[[2, 1, 7]]",44.64280327715881
2048,2048,2048,[CH3:1][C@@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[H-:8],"[[2, 1, 7]]",10.222175148179312
2049,2049,2049,[CH3:1][C@@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[F-:8],"[[2, 1, 7]]",14.564106416231825
2050,2050,2050,[CH3:1][C@@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[Cl-:8],"[[2, 1, 7]]",22.639363985411624
2051,2051,2051,[CH3:1][C@@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[Br-:8],"[[2, 1, 7]]",27.584756319198465
2052,2052,2052,[CH3:1][C@@H:2]([F:3])[CH2:4][C:5]#[N:6].[H-:7],"[[2, 1, 6]]",22.298053117662374
2053,2053,2053,[CH3:1][C@@H:2]([F:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 6]]",27.58509412295326
2054,2054,2054,[CH3:1][C@@H:2]([F:3])[CH2:4][C:5]#[N:6].[Cl-:7],"[[2, 1, 6]]",43.20692774265803
2055,2055,2055,[CH3:1][C@@H:2]([F:3])[CH2:4][C:5]#[N:6].[Br-:7],"[[2, 1, 6]]",48.86656553204833
2056,2056,2056,[CH3:1][C@@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[F-:7],"[[2, 1, 6]]",15.36033744573374
2057,2057,2057,[CH3:1][C@@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[Cl-:7],"[[2, 1, 6]]",24.05474168023712
2058,2058,2058,[CH3:1][C@@H:2]([Cl:3])[CH2:4][C:5]#[N:6].[Br-:7],"[[2, 1, 6]]",29.81762385672593
2059,2059,2059,[CH3:1][CH2:2][C@@H:3]([CH3:4])[F:5].[F-:6],"[[4, 2, 5]]",24.37378414468017
2060,2060,2060,[CH3:1][CH2:2][C@@H:3]([CH3:4])[F:5].[Cl-:6],"[[4, 2, 5]]",43.24015598441369
2061,2061,2061,[CH3:1][CH2:2][C@@H:3]([CH3:4])[F:5].[Br-:6],"[[4, 2, 5]]",47.61456949751565
2062,2062,2062,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[H-:6],"[[4, 2, 5]]",6.0950920616196544
2063,2063,2063,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[F-:6],"[[4, 2, 5]]",9.67165556640797
2064,2064,2064,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[Cl-:6],"[[4, 2, 5]]",21.52851597194884
2065,2065,2065,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Cl:5].[Br-:6],"[[4, 2, 5]]",26.86214214156719
2066,2066,2066,[CH3:1][CH2:2][C@@H:3]([CH3:4])[Br:5].[H-:6],"[[4, 2, 5]]",6.297144847762704
