,reaction_id,smiles,products_run
409,409,[CH3:1][CH2:2][C@@:3]([CH3:4])([Br:5])[C:6]#[N:7].[H-:8],"[[4, 2, 1, 7], [4, 2, 7]]"
410,410,[CH3:1][CH2:2][C@@H:3]([Br:4])[C:5]#[N:6].[F-:7],"[[3, 2, 1, 6], [3, 2, 6]]"
413,413,[CH3:1][CH:2]([CH3:3])[C@@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 8], [4, 3, 1, 8]]"
414,414,[CH3:1][CH:2]([CH3:3])[C@@H:4]([F:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
415,415,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
416,416,[CH3:1][CH:2]([CH3:3])[C@@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
417,417,[CH3:1][CH:2]([CH3:3])[CH2:4][Cl:5].[Cl-:6],"[[4, 3, 1, 5], [4, 3, 5]]"
418,418,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([F:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 3, 8], [4, 3, 1, 8]]"
419,419,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[F-:9],"[[4, 3, 8], [4, 3, 1, 8]]"
420,420,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8], [4, 3, 8]]"
421,421,[CH3:1][C@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 1, 9], [4, 3, 9]]"
422,422,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Cl:6].[Cl-:7],"[[5, 3, 1, 6], [5, 3, 6]]"
423,423,[CH3:1][CH:2]([CH3:3])[C@@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 1, 7], [4, 3, 7]]"
424,424,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
425,425,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 1, 7], [4, 3, 7]]"
426,426,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Cl:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 1, 7], [4, 3, 7]]"
427,427,[CH3:1][CH:2]([CH3:3])[C@@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
428,428,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([Br:5])[C:6]#[N:7].[F-:8],"[[4, 3, 1, 7], [4, 3, 7]]"
429,429,[CH3:1][C@H:2]([C:3]#[N:4])[C@@H:5]([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 1, 8], [5, 4, 8]]"
430,430,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH2:7][NH2:8].[H-:9],"[[3, 2, 6, 8], [3, 2, 8]]"
431,431,[N:1]#[C:2][C@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 2, 7], [3, 2, 4, 7]]"
433,433,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[Br-:8],"[[2, 1, 5, 7], [2, 1, 7]]"
434,434,[N:1]#[C:2][C@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7], [3, 2, 7]]"
435,435,[N:1]#[C:2][C@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[F-:8],"[[3, 2, 7], [3, 2, 4, 7]]"
436,436,[N:1]#[C:2][C@H:3]([Br:4])[CH:5]([NH2:6])[NH2:7].[Cl-:8],"[[3, 2, 4, 7], [3, 2, 7]]"
437,437,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([F:6])[C:7]#[N:8].[H-:9],"[[5, 4, 8], [5, 4, 2, 8]]"
438,438,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8], [5, 4, 2, 8]]"
439,439,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([CH3:5])[NH2:6].[F-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
440,440,[CH3:1][CH2:2][C@@H:3]([Cl:4])[C:5]#[N:6].[Cl-:7],"[[3, 2, 1, 6], [3, 2, 6]]"
441,441,[CH3:1][CH:2]([CH3:3])[C@@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 1, 7], [4, 3, 7]]"
442,442,[N:1]#[C:2][C@H:3]([Cl:4])[C@H:5]([NH2:6])[N+:7](=[O:8])[O-:9].[Cl-:10],"[[3, 2, 4, 9], [3, 2, 9]]"
443,443,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
444,444,[CH3:1][C@@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 9], [4, 3, 1, 9]]"
445,445,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Cl:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 1, 7], [4, 3, 7]]"
446,446,[N:1]#[C:2][C@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[Br-:8],"[[3, 2, 4, 7], [3, 2, 7]]"
447,447,[CH3:1][C@H:2]([Br:3])[C@@H:4]([CH3:5])[NH2:6].[H-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
448,448,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@H:5]([Br:6])[C:7]#[N:8].[F-:9],"[[5, 4, 8], [5, 4, 1, 8]]"
449,449,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([Br:5])[C:6]#[N:7].[Br-:8],"[[4, 3, 1, 7], [4, 3, 7]]"
450,450,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
451,451,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@H:5]([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 4, 2, 8], [5, 4, 8]]"
452,452,[NH2:1][CH:2]([NH2:3])[C@@H:4]([Cl:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[4, 3, 1, 8], [4, 3, 8]]"
453,453,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[Cl-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
454,454,[N:1]#[C:2][C@H:3]([Cl:4])[CH:5]([NH2:6])[NH2:7].[Cl-:8],"[[3, 2, 4, 7], [3, 2, 7]]"
455,455,[CH3:1][C@@:2]([F:3])([C:4]#[N:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[2, 1, 0, 8], [2, 1, 8]]"
456,456,[N:1]#[C:2][C@:3]([F:4])([CH2:5][NH2:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[3, 2, 4, 9], [3, 2, 9]]"
457,457,[CH3:1][C@@:2]([Br:3])([C:4]#[N:5])[N+:6](=[O:7])[O-:8].[Cl-:9],"[[2, 1, 0, 8], [2, 1, 8]]"
458,458,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([F:7])[C:8]#[N:9].[H-:10],"[[6, 5, 9], [6, 5, 2, 9]]"
459,459,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[CH2:6][NH2:7].[F-:8],"[[4, 2, 7], [4, 2, 5, 7]]"
460,460,[CH3:1][C:2]([F:3])([C:4]#[N:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 0, 7]]"
461,461,[CH3:1][C:2]([Cl:3])([C:4]#[N:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 0, 7]]"
462,462,[CH3:1][CH:2]([CH3:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 9], [4, 3, 1, 9]]"
464,464,[CH3:1][C@@H:2]([C:3]#[N:4])[C:5]([Cl:6])([C:7]#[N:8])[C:9]#[N:10].[Cl-:11],"[[5, 4, 10], [5, 4, 1, 10]]"
465,465,[CH3:1][C:2]([Br:3])([C:4]#[N:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 0, 7], [2, 1, 7]]"
466,466,[N:1]#[C:2][C:3]([Br:4])([C:5]#[N:6])[CH2:7][NH2:8].[Cl-:9],"[[3, 2, 6, 8], [3, 2, 8]]"
467,467,[CH3:1][CH2:2][C:3]([Br:4])([C:5]#[N:6])[C:7]#[N:8].[Cl-:9],"[[3, 2, 1, 8], [3, 2, 8]]"
468,468,[N:1]#[C:2][C@H:3]([NH2:4])[C:5]([F:6])([C:7]#[N:8])[C:9]#[N:10].[H-:11],"[[5, 4, 10], [5, 4, 2, 10]]"
469,469,[N:1]#[C:2][CH2:3][C:4]([F:5])([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[4, 3, 9], [4, 3, 2, 9]]"
470,470,[N:1]#[C:2][CH2:3][C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[Cl-:10],"[[4, 3, 9], [4, 3, 2, 9]]"
471,471,[N:1]#[C:2][CH2:3][C:4]([F:5])([C:6]#[N:7])[C:8]#[N:9].[F-:10],"[[4, 3, 9], [4, 3, 2, 9]]"
473,473,[N:1]#[C:2][CH2:3][C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[4, 3, 9], [4, 3, 2, 9]]"
474,474,[CH3:1][C@@H:2]([NH2:3])[C:4]([Cl:5])([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[4, 3, 1, 9], [4, 3, 9]]"
475,475,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[F-:10],"[[3, 2, 9], [3, 2, 6, 9]]"
476,476,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH:7]([NH2:8])[NH2:9].[Cl-:10],"[[3, 2, 9], [3, 2, 6, 9]]"
477,477,[CH3:1][C:2]([CH3:3])([F:4])[C:5]#[N:6].[F-:7],"[[3, 1, 6], [3, 1, 0, 6]]"
478,478,[CH3:1][C:2]([CH3:3])([Cl:4])[C:5]#[N:6].[F-:7],"[[3, 1, 6], [3, 1, 0, 6]]"
479,479,[CH3:1][C:2]([CH3:3])([Br:4])[C:5]#[N:6].[Br-:7],"[[3, 1, 0, 6], [3, 1, 6]]"
480,480,[CH3:1][C:2]([CH3:3])([Br:4])[C:5]#[N:6].[F-:7],"[[3, 1, 6], [3, 1, 0, 6]]"
481,481,[CH3:1][CH2:2][C@@:3]([CH3:4])([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
483,483,[CH3:1][CH2:2][C@@:3]([CH3:4])([Cl:5])[C:6]#[N:7].[H-:8],"[[4, 2, 1, 7], [4, 2, 7]]"
484,484,[N:1]#[C:2][C:3]([F:4])([C:5]#[N:6])[CH2:7][NH2:8].[H-:9],"[[3, 2, 6, 8], [3, 2, 8]]"
485,485,[N:1]#[C:2][C:3]([Cl:4])([C:5]#[N:6])[CH2:7][NH2:8].[F-:9],"[[3, 2, 8], [3, 2, 6, 8]]"
486,486,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[C@@H:6]([NH2:7])[C:8]#[N:9].[F-:10],"[[2, 1, 9], [2, 1, 5, 9]]"
487,487,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
488,488,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH2:6][NH2:7].[F-:8],"[[2, 1, 7], [2, 1, 5, 7]]"
492,492,[CH3:1][C@H:2]([NH2:3])[C:4]([F:5])([C:6]#[N:7])[C:8]#[N:9].[H-:10],"[[4, 3, 1, 9], [4, 3, 9]]"
493,493,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
494,494,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([CH3:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
495,495,[CH3:1][C@H:2]([NH2:3])[C@@:4]([CH3:5])([F:6])[N+:7](=[O:8])[O-:9].[H-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
496,496,[CH3:1][C@H:2]([NH2:3])[C@@H:4]([F:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7], [4, 3, 1, 7]]"
497,497,[CH3:1][C@:2]([F:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
498,498,[CH3:1][C@H:2]([NH2:3])[C:4]([CH3:5])([CH3:6])[F:7].[H-:8],"[[6, 3, 7], [6, 3, 1, 7]]"
499,499,[CH3:1][C@:2]([F:3])([C:4]#[N:5])[CH2:6][NH2:7].[H-:8],"[[2, 1, 7], [2, 1, 5, 7]]"
502,502,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[C@H:6]([NH2:7])[C:8]#[N:9].[F-:10],"[[2, 1, 9], [2, 1, 5, 9]]"
503,503,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[2, 1, 8], [2, 1, 5, 8]]"
504,504,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
505,505,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
506,506,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
507,507,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
508,508,[N:1]#[C:2][C@H:3]([F:4])[CH:5]([NH2:6])[NH2:7].[H-:8],"[[3, 2, 4, 7], [3, 2, 7]]"
509,509,[CH3:1][C@@:2]([NH2:3])([Cl:4])[C:5]#[N:6].[F-:7],"[[3, 1, 6], [3, 1, 0, 6]]"
510,510,[CH3:1][C@@:2]([NH2:3])([Br:4])[C:5]#[N:6].[F-:7],"[[3, 1, 6], [3, 1, 0, 6]]"
511,511,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
512,512,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
513,513,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[CH2:6][N+:7](=[O:8])[O-:9].[F-:10],"[[4, 2, 9], [4, 2, 5, 9]]"
514,514,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
515,515,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
516,516,[N:1]#[C:2][CH2:3][C@@H:4]([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 3, 2, 7], [4, 3, 7]]"
517,517,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[Cl-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
518,518,[CH3:1][CH2:2][C@@:3]([NH2:4])([Cl:5])[C:6]#[N:7].[F-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
519,519,[CH3:1][CH2:2][C@@:3]([NH2:4])([Cl:5])[C:6]#[N:7].[H-:8],"[[4, 2, 1, 7], [4, 2, 7]]"
520,520,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[Cl-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
521,521,[N:1]#[C:2][C@:3]([NH2:4])([F:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 7], [4, 2, 5, 7]]"
522,522,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH2:6][NH2:7].[F-:8],"[[4, 2, 7], [4, 2, 5, 7]]"
523,523,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH2:6][NH2:7].[H-:8],"[[4, 2, 5, 7], [4, 2, 7]]"
524,524,[N:1]#[C:2][CH2:3][C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 2, 8]]"
525,525,[N:1]#[C:2][C@H:3]([NH2:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 2, 9]]"
526,526,[N:1]#[C:2][C@:3]([NH2:4])([Br:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 8], [4, 2, 5, 8]]"
531,531,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@H:6]([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 5, 9], [6, 5, 2, 9]]"
532,532,[CH3:1][C@:2]([Cl:3])([C:4]#[N:5])[CH:6]([C:7]#[N:8])[C:9]#[N:10].[H-:11],"[[2, 1, 10], [2, 1, 5, 10]]"
533,533,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@:6]([NH2:7])([Cl:8])[C:9]#[N:10].[H-:11],"[[7, 5, 10], [7, 5, 2, 10]]"
535,535,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
536,536,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([F:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
539,539,[CH3:1][CH2:2][C@@:3]([NH2:4])([Br:5])[N+:6](=[O:7])[O-:8].[H-:9],"[[4, 2, 8], [4, 2, 1, 8]]"
540,540,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
541,541,[CH3:1][CH2:2][C@@:3]([NH2:4])([Br:5])[C:6]#[N:7].[H-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
542,542,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
543,543,[CH3:1][CH2:2][C@@:3]([CH3:4])([NH2:5])[Br:6].[F-:7],"[[5, 2, 1, 6], [5, 2, 6]]"
544,544,[CH3:1][CH2:2][C@@:3]([NH2:4])([Br:5])[C:6]#[N:7].[F-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
545,545,[CH3:1][C@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
546,546,[CH3:1][C@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[F-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
547,547,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
548,548,[CH3:1][CH:2]([CH3:3])[C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
549,549,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
550,550,[CH3:1][CH:2]([CH3:3])[C@@:4]([CH3:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
551,551,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
552,552,[CH3:1][CH:2]([CH3:3])[C@@:4]([NH2:5])([Br:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
558,558,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH:6]([NH2:7])[NH2:8].[F-:9],"[[4, 2, 8], [4, 2, 5, 8]]"
559,559,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([Cl:7])[N+:8](=[O:9])[O-:10].[F-:11],"[[6, 4, 10], [6, 4, 2, 10]]"
560,560,[N:1]#[C:2][CH:3]([C:4]#[N:5])[C@@:6]([NH2:7])([Cl:8])[C:9]#[N:10].[F-:11],"[[7, 5, 10], [7, 5, 2, 10]]"
561,561,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([F:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 2, 9]]"
562,562,[CH3:1][C@@H:2]([C:3]#[N:4])[C@@:5]([NH2:6])([Cl:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 1, 9]]"
563,563,[CH3:1][C@@H:2]([NH2:3])[C@@H:4]([NH2:5])[Cl:6].[F-:7],"[[5, 3, 1, 6], [5, 3, 6]]"
564,564,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[N+:7](=[O:8])[O-:9].[F-:10],"[[5, 3, 9], [5, 3, 1, 9]]"
565,565,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[H-:9],"[[5, 3, 1, 8], [5, 3, 8]]"
566,566,[CH3:1][C@@H:2]([NH2:3])[C@@:4]([NH2:5])([Cl:6])[C:7]#[N:8].[F-:9],"[[5, 3, 8], [5, 3, 1, 8]]"
567,567,[N:1]#[C:2][C@@H:3]([NH2:4])[C@@:5]([NH2:6])([Br:7])[C:8]#[N:9].[H-:10],"[[6, 4, 9], [6, 4, 2, 9]]"
568,568,[N:1]#[C:2][C@:3]([NH2:4])([Cl:5])[CH:6]([NH2:7])[NH2:8].[H-:9],"[[4, 2, 5, 8], [4, 2, 8]]"
571,571,[CH3:1][CH:2]([CH3:3])[Cl:4].[Cl-:5],"[[3, 1, 0, 4], [3, 1, 4]]"
573,573,[CH3:1][C@@H:2]([Br:3])[N+:4](=[O:5])[O-:6].[Cl-:7],"[[2, 1, 0, 6], [2, 1, 6]]"
575,575,[CH3:1][C:2]([CH3:3])([CH3:4])[Br:5].[Cl-:6],"[[4, 1, 5], [4, 1, 0, 5]]"
576,576,[CH3:1][C@H:2]([F:3])[C@H:4]([CH3:5])[C:6]#[N:7].[H-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
577,577,[N:1]#[C:2][CH2:3][C@@H:4]([Cl:5])[C:6]#[N:7].[H-:8],"[[4, 3, 7], [4, 3, 2, 7]]"
578,578,[CH3:1][CH2:2][C:3]([CH3:4])([CH3:5])[F:6].[H-:7],"[[5, 2, 6], [5, 2, 1, 6]]"
580,580,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([CH3:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
581,581,[CH3:1][CH2:2][C@H:3]([CH3:4])[Cl:5].[F-:6],"[[4, 2, 5], [4, 2, 1, 5]]"
582,582,[CH3:1][C@H:2]([Cl:3])[CH2:4][NH2:5].[Cl-:6],"[[2, 1, 3, 5], [2, 1, 5]]"
583,583,[CH3:1][C@H:2]([Cl:3])[C@@H:4]([CH3:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6], [2, 1, 6]]"
584,584,[CH3:1][CH2:2][C@H:3]([CH3:4])[Br:5].[Cl-:6],"[[4, 2, 1, 5], [4, 2, 5]]"
585,585,[CH3:1][CH2:2][C@H:3]([CH3:4])[Br:5].[H-:6],"[[4, 2, 5], [4, 2, 1, 5]]"
586,586,[CH3:1][CH2:2][C@H:3]([CH3:4])[Br:5].[Br-:6],"[[4, 2, 1, 5], [4, 2, 5]]"
587,587,[CH3:1][CH2:2][C@H:3]([CH3:4])[Br:5].[F-:6],"[[4, 2, 5], [4, 2, 1, 5]]"
588,588,[CH3:1][C@H:2]([Br:3])[C@@H:4]([CH3:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
589,589,[CH3:1][CH:2]([CH3:3])[C@H:4]([CH3:5])[Br:6].[Cl-:7],"[[5, 3, 1, 6], [5, 3, 6]]"
590,590,[CH3:1][C@H:2]([Br:3])[C@@H:4]([CH3:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6], [2, 1, 6]]"
591,591,[CH3:1][CH2:2][C@:3]([CH3:4])([Br:5])[C:6]#[N:7].[Cl-:8],"[[4, 2, 7], [4, 2, 1, 7]]"
592,592,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[F:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
593,593,[NH2:1][CH2:2][C@H:3]([NH2:4])[F:5].[H-:6],"[[4, 2, 5], [4, 2, 1, 5]]"
594,594,[CH3:1][C@H:2]([Cl:3])[CH2:4][NH2:5].[F-:6],"[[2, 1, 5], [2, 1, 3, 5]]"
595,595,[CH3:1][C@H:2]([Br:3])[CH2:4][NH2:5].[Br-:6],"[[2, 1, 3, 5], [2, 1, 5]]"
596,596,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Br:6].[H-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
597,597,[CH3:1][C@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[H-:7],"[[2, 1, 6], [2, 1, 3, 6]]"
598,598,[CH3:1][C@H:2]([Br:3])[CH2:4][NH2:5].[Cl-:6],"[[2, 1, 3, 5], [2, 1, 5]]"
599,599,[CH3:1][C@H:2]([Br:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[F-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
600,600,[CH3:1][C@H:2]([NH2:3])[C@H:4]([CH3:5])[Br:6].[F-:7],"[[5, 3, 6], [5, 3, 1, 6]]"
601,601,[CH3:1][C@H:2]([Br:3])[CH2:4][NH2:5].[F-:6],"[[2, 1, 5], [2, 1, 3, 5]]"
602,602,[CH3:1][C@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[Cl-:8],"[[2, 1, 3, 7], [2, 1, 7]]"
603,603,[CH3:1][C@H:2]([Br:3])[C@@H:4]([NH2:5])[C:6]#[N:7].[Cl-:8],"[[2, 1, 3, 7], [2, 1, 7]]"
604,604,[CH3:1][C@H:2]([Br:3])[CH:4]([NH2:5])[NH2:6].[Cl-:7],"[[2, 1, 3, 6], [2, 1, 6]]"
605,605,[CH3:1][C@H:2]([Br:3])[CH2:4][N+:5](=[O:6])[O-:7].[F-:8],"[[2, 1, 7], [2, 1, 3, 7]]"
